Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,yearID,teamID
DET,74,88,34,602,162,1445.0,6.17,4.01,1.07,.302,69.4%,42.0%,9.7%,92.5,4.91,,4.79,4.86,8.3,2008,
ATL,72,90,26,707,162,1440.2,6.72,3.66,0.97,.293,69.7%,48.3%,11.4%,90.8,4.47,,4.35,4.20,7.9,2008,
WSN,59,102,28,678,161,1434.0,6.67,3.69,1.19,.296,70.1%,42.4%,11.6%,91.2,4.66,,4.71,4.49,7.9,2008,
BAL,68,93,35,653,161,1422.0,5.84,4.35,1.16,.298,70.1%,44.6%,10.7%,91.7,5.15,,5.14,5.04,3.4,2008,
COL,92,70,45,646,162,1438.1,7.22,3.30,0.88,.299,71.3%,47.3%,9.9%,92.6,4.24,,3.96,3.99,21.0,2009,
CHW,79,83,36,577,162,1439.2,7.00,3.17,1.06,.294,71.7%,44.3%,10.3%,92.2,4.16,,4.21,4.19,20.2,2009,
SFG,88,74,41,619,162,1446.0,8.10,3.63,0.87,.279,75.5%,43.0%,9.1%,92.5,3.55,,3.85,3.99,19.7,2009,
ATL,86,76,38,650,162,1462.2,7.58,3.26,0.73,.299,73.8%,46.4%,8.1%,92.0,3.57,,3.66,3.91,19.7,2009,
NYY,103,59,51,623,162,1450.0,7.82,3.56,1.12,.290,71.9%,42.3%,11.1%,93.4,4.28,,4.32,4.17,19.3,2009,
LAD,95,67,44,688,162,1473.1,7.77,3.57,0.78,.275,74.9%,43.7%,8.1%,92.8,3.41,,3.80,4.07,18.6,2009,
CHC,83,78,40,641,161,1445.1,7.92,3.65,1.00,.285,74.4%,42.8%,10.0%,92.0,3.84,,4.11,4.14,18.5,2009,
BOS,95,67,41,625,162,1436.2,7.71,3.32,1.05,.309,73.0%,40.9%,9.4%,93.0,4.35,,4.14,4.25,18.5,2009,
OAK,75,87,38,650,162,1447.1,6.99,3.25,0.97,.302,70.3%,44.1%,9.2%,91.4,4.29,,4.10,4.24,18.0,2009,
STL,91,71,43,643,162,1440.2,6.55,2.87,0.77,.292,73.2%,49.8%,8.7%,92.4,3.66,,3.82,4.00,17.5,2009,
SEA,85,77,49,572,162,1452.2,6.46,3.31,1.07,.272,73.4%,41.2%,9.7%,92.2,3.87,,4.39,4.46,17.5,2009,
DET,86,77,42,602,163,1447.0,6.85,3.69,1.13,.293,73.2%,42.7%,10.6%,94.4,4.34,,4.53,4.45,17.0,2009,
TOR,75,87,25,607,162,1451.0,7.33,3.42,1.12,.308,72.2%,45.0%,11.6%,91.8,4.47,,4.35,4.13,15.6,2009,
TEX,87,75,45,598,162,1434.2,6.37,3.33,1.07,.288,72.1%,42.5%,10.0%,92.4,4.38,,4.49,4.50,14.9,2009,
KCR,65,97,34,588,162,1426.0,7.28,3.79,1.05,.307,68.0%,43.8%,10.0%,92.6,4.83,,4.36,4.38,14.9,2009,
FLA,87,75,45,692,162,1446.1,7.77,3.74,1.00,.298,70.7%,43.3%,9.9%,92.8,4.32,,4.15,4.18,14.1,2009,
LAA,97,65,51,596,162,1445.0,6.61,3.26,1.12,.301,72.4%,41.7%,10.1%,91.8,4.45,,4.45,4.46,13.7,2009,
ARI,70,92,36,645,162,1447.2,7.20,3.26,1.04,.298,69.8%,43.2%,10.3%,91.6,4.44,,4.20,4.17,13.5,2009,
PIT,62,99,28,617,161,1418.1,5.83,3.57,0.96,.300,70.6%,43.8%,9.1%,92.3,4.59,,4.48,4.63,12.6,2009,
MIN,87,76,48,643,163,1453.0,6.52,2.89,1.15,.301,72.0%,40.9%,9.7%,92.4,4.50,,4.39,4.45,12.5,2009,
TBR,84,78,41,672,162,1427.1,7.09,3.25,1.15,.289,71.2%,41.5%,10.5%,92.5,4.36,,4.37,4.30,12.4,2009,
PHI,93,69,44,621,162,1455.2,7.13,3.02,1.17,.296,75.0%,40.8%,11.0%,91.1,4.16,,4.36,4.22,12.4,2009,
HOU,74,88,39,659,162,1430.0,7.20,3.44,1.11,.311,72.0%,45.6%,11.5%,92.5,4.54,,4.35,4.16,11.6,2009,
SDP,75,87,45,689,162,1450.2,7.36,3.74,1.04,.294,70.9%,43.5%,10.1%,91.0,4.37,,4.30,4.29,11.1,2009,
NYM,70,92,39,673,162,1426.0,6.51,3.89,1.00,.292,71.8%,42.5%,9.1%,91.9,4.46,,4.50,4.66,10.4,2009,
CLE,65,97,25,607,162,1434.0,6.19,3.75,1.15,.305,68.9%,43.1%,10.3%,91.1,5.07,,4.73,4.69,9.9,2009,
CIN,78,84,41,640,162,1458.1,6.60,3.56,1.16,.283,74.4%,42.1%,10.9%,91.7,4.18,,4.63,4.50,8.2,2009,
BAL,64,98,31,646,162,1429.0,5.88,3.44,1.37,.307,70.3%,41.7%,11.6%,92.1,5.16,,5.03,4.78,6.8,2009,
MIL,80,82,44,674,162,1435.0,6.92,3.81,1.30,.295,71.9%,42.6%,12.0%,90.9,4.84,,4.84,4.54,5.2,2009,
WSN,59,103,33,694,162,1424.1,5.76,3.97,1.09,.296,67.9%,44.4%,10.3%,91.2,5.02,,4.82,4.80,4.9,2009,
CHW,88,74,43,569,162,1446.1,7.15,3.05,0.85,.305,71.5%,44.9%,8.4%,92.8,4.09,,3.80,3.94,24.0,2010,
COL,83,79,35,675,162,1442.0,7.70,3.28,0.87,.302,70.8%,46.5%,9.6%,92.8,4.14,,3.83,3.80,21.6,2010,
TEX,90,72,46,643,162,1455.1,7.30,3.41,1.00,.280,73.6%,41.5%,9.3%,92.9,3.93,,4.17,4.19,19.3,2010,
SFG,92,70,57,638,162,1461.0,8.20,3.56,0.83,.282,77.0%,42.0%,8.0%,92.3,3.36,,3.74,3.94,18.4,2010,
DET,81,81,32,578,162,1444.1,6.58,3.35,0.88,.296,70.6%,43.8%,8.3%,94.1,4.29,,4.14,4.31,18.0,2010,
MIN,94,68,40,627,162,1452.2,6.49,2.37,0.96,.299,73.4%,44.7%,9.2%,92.1,3.95,,3.91,3.93,17.3,2010,
LAD,80,82,41,637,162,1441.2,7.95,3.36,0.84,.287,70.9%,44.6%,8.6%,92.2,4.01,,3.76,3.87,16.8,2010,
PHI,97,65,40,613,162,1456.1,7.31,2.57,1.04,.289,75.3%,46.5%,10.6%,91.9,3.68,,3.93,3.75,16.6,2010,
NYY,95,67,39,592,162,1442.1,7.20,3.37,1.12,.281,74.0%,43.9%,10.7%,93.2,4.06,,4.34,4.15,16.4,2010,
SDP,90,72,49,661,162,1456.1,8.00,3.20,0.86,.286,76.7%,46.0%,9.3%,91.7,3.41,,3.66,3.67,16.3,2010,
TBR,96,66,51,653,162,1453.2,7.36,2.96,1.08,.278,75.2%,41.3%,9.9%,93.6,3.78,,4.09,4.00,16.3,2010,
FLA,80,82,39,643,162,1438.1,7.31,3.44,0.84,.301,71.3%,43.6%,8.1%,92.7,4.09,,3.92,4.11,16.1,2010,
SEA,61,101,38,520,162,1438.0,6.09,2.83,0.98,.279,71.4%,43.4%,9.0%,91.3,3.95,,4.17,4.23,15.7,2010,
BOS,89,73,44,605,162,1456.2,7.46,3.58,0.94,.292,70.8%,43.6%,9.0%,92.4,4.19,,4.08,4.13,15.7,2010,
ATL,91,71,41,652,162,1439.1,7.76,3.16,0.79,.290,73.4%,49.9%,9.3%,93.0,3.57,,3.65,3.65,15.6,2010,
HOU,76,86,45,669,162,1439.1,7.57,3.43,0.88,.305,71.0%,44.3%,8.8%,92.2,4.09,,3.89,3.97,15.5,2010,
TOR,85,77,45,617,162,1440.2,7.40,3.37,0.94,.297,71.2%,45.7%,9.5%,91.8,4.23,,4.04,4.03,15.3,2010,
NYM,79,83,36,653,162,1453.0,6.85,3.38,0.84,.296,74.9%,44.8%,8.4%,91.2,3.73,,4.00,4.14,14.1,2010,
CHC,75,87,40,644,162,1436.2,7.94,3.79,0.96,.298,70.4%,43.3%,9.5%,91.6,4.24,,4.11,4.08,13.8,2010,
OAK,81,81,38,585,162,1431.2,6.73,3.22,0.96,.274,75.1%,46.1%,9.7%,91.6,3.58,,4.13,4.08,13.7,2010,
LAA,80,82,39,572,162,1449.1,7.02,3.51,0.92,.292,72.9%,42.6%,8.5%,92.6,4.04,,4.11,4.24,13.5,2010,
CIN,91,71,43,664,162,1453.0,7.00,3.25,0.98,.288,73.6%,42.9%,9.4%,92.4,4.02,,4.12,4.13,12.8,2010,
STL,86,76,32,617,162,1453.2,6.77,2.95,0.82,.292,74.0%,49.5%,9.2%,92.1,3.57,,3.85,3.87,11.4,2010,
WSN,69,93,37,656,162,1435.0,6.70,3.21,0.95,.297,70.8%,44.5%,9.4%,91.1,4.13,,4.12,4.13,10.4,2010,
BAL,66,96,35,616,162,1436.1,6.31,3.26,1.17,.294,71.3%,42.1%,10.2%,92.2,4.59,,4.57,4.44,9.8,2010,
CLE,69,93,34,632,162,1433.0,6.07,3.59,0.92,.297,71.4%,47.9%,9.3%,92.2,4.30,,4.40,4.41,9.7,2010,
KCR,67,95,44,603,162,1436.2,6.48,3.45,1.10,.304,68.6%,42.5%,9.8%,92.3,4.97,,4.48,4.41,9.3,2010,
MIL,77,85,35,657,162,1439.0,7.87,3.64,1.08,.308,70.0%,41.8%,10.3%,91.1,4.59,,4.21,4.07,7.4,2010,
PIT,57,105,31,679,162,1411.2,6.54,3.43,1.06,.311,67.4%,44.0%,10.0%,92.5,5.00,,4.45,4.35,6.4,2010,
ARI,65,97,35,616,162,1432.0,6.72,3.44,1.32,.296,70.1%,41.8%,12.0%,91.5,4.81,,4.76,4.35,2.7,2010,
PHI,102,60,47,556,162,1477.0,7.92,2.46,0.73,.286,77.5%,46.5%,8.3%,92.5,3.02,,3.24,3.41,29.5,2011,
CHW,79,83,42,572,162,1460.0,7.52,2.71,0.91,.303,71.3%,44.2%,9.4%,92.6,4.10,,3.66,3.69,23.2,2011,
LAD,82,79,40,622,161,1432.0,7.95,3.19,0.83,.285,74.1%,42.8%,8.8%,92.7,3.56,,3.61,3.72,20.0,2011,
TEX,96,66,38,579,162,1441.1,7.36,2.88,1.06,.278,72.5%,42.6%,10.7%,93.3,3.79,,3.98,3.83,19.2,2011,
OAK,74,88,39,622,162,1447.2,7.21,3.23,0.85,.289,72.1%,44.1%,8.5%,92.2,3.71,,3.80,3.98,18.0,2011,
CLE,80,82,38,645,162,1453.1,6.34,2.87,0.95,.293,69.5%,45.4%,9.5%,92.7,4.24,,4.06,4.09,17.7,2011,
SEA,67,95,39,513,162,1433.0,6.83,2.74,0.91,.285,71.4%,43.8%,9.1%,92.3,3.91,,3.84,3.92,17.4,2011,
NYY,97,65,47,627,162,1458.1,7.54,3.13,0.94,.297,75.0%,44.2%,9.9%,92.9,3.73,,3.87,3.84,17.3,2011,
SFG,86,76,52,642,162,1468.0,8.07,3.43,0.59,.283,74.4%,46.4%,6.9%,92.2,3.21,,3.33,3.66,17.3,2011,
TBR,91,71,32,600,162,1449.0,7.10,3.13,1.00,.265,75.5%,42.1%,9.8%,92.8,3.58,,4.03,4.01,16.8,2011,
MIL,96,66,47,596,162,1441.2,7.85,2.75,0.92,.288,73.2%,44.7%,9.7%,91.8,3.64,,3.59,3.58,16.8,2011,
DET,95,67,52,583,162,1440.0,6.97,3.08,0.93,.292,71.1%,44.5%,9.3%,94.0,4.04,,3.96,4.00,16.7,2011,
FLA,72,90,40,670,162,1459.2,7.51,3.08,0.92,.292,71.5%,44.6%,9.6%,92.3,3.95,,3.79,3.80,15.3,2011,
SDP,71,91,44,651,162,1449.1,7.07,3.24,0.78,.283,74.5%,44.0%,8.2%,92.4,3.43,,3.73,3.93,15.1,2011,
LAA,86,76,39,548,162,1465.0,6.50,2.92,0.87,.282,74.5%,44.9%,8.8%,93.0,3.57,,3.89,4.01,15.0,2011,
BOS,90,72,36,606,162,1457.1,7.49,3.33,0.96,.285,70.8%,42.3%,9.1%,92.8,4.20,,4.05,4.13,14.3,2011,
ATL,89,73,52,672,162,1479.2,8.10,3.17,0.76,.288,75.2%,47.5%,9.2%,92.6,3.49,,3.49,3.54,14.2,2011,
COL,73,89,41,679,162,1447.2,6.95,3.25,1.09,.298,70.6%,46.1%,11.6%,93.0,4.44,,4.24,3.98,13.6,2011,
STL,90,72,47,630,162,1462.0,6.76,2.76,0.84,.296,71.6%,47.7%,9.3%,93.2,3.79,,3.75,3.79,12.0,2011,
NYM,77,85,43,676,162,1448.0,7.00,3.19,0.91,.299,71.2%,46.1%,9.4%,92.0,4.19,,4.00,4.04,11.9,2011,
ARI,94,68,58,625,162,1443.1,6.60,2.76,0.99,.286,73.9%,41.9%,9.5%,92.0,3.80,,4.02,4.05,11.8,2011,
WSN,80,81,49,664,161,1449.1,6.51,2.96,0.80,.287,73.6%,44.6%,8.2%,93.2,3.58,,3.83,4.04,11.6,2011,
CHC,71,91,40,657,162,1434.1,7.68,3.64,1.02,.301,71.3%,43.0%,10.3%,92.0,4.34,,4.11,4.02,11.0,2011,
TOR,81,81,33,636,162,1458.2,7.21,3.33,1.10,.290,71.6%,44.4%,11.3%,92.7,4.33,,4.29,4.06,10.7,2011,
KCR,71,91,37,582,162,1451.1,6.70,3.45,1.01,.299,71.5%,43.9%,9.9%,93.1,4.45,,4.27,4.24,10.7,2011,
PIT,72,90,43,711,162,1449.1,6.40,3.32,0.94,.300,73.7%,45.6%,9.8%,93.2,4.05,,4.20,4.18,8.5,2011,
MIN,63,99,32,619,162,1421.2,5.95,3.04,1.02,.307,69.1%,44.0%,9.5%,92.1,4.60,,4.30,4.33,7.7,2011,
CIN,79,83,39,663,162,1467.2,6.82,3.31,1.13,.282,73.7%,44.8%,11.5%,92.6,4.16,,4.37,4.11,6.2,2011,
HOU,56,106,25,665,162,1435.0,7.47,3.51,1.18,.301,70.8%,43.2%,12.0%,92.1,4.51,,4.35,4.02,5.6,2011,
BAL,69,93,32,640,162,1446.2,6.49,3.33,1.31,.302,69.5%,43.1%,12.1%,92.1,4.92,,4.67,4.29,4.9,2011,
DET,88,74,40,582,162,1430.2,8.29,2.76,0.95,.307,72.7%,43.4%,10.5%,93.8,3.77,,3.63,3.74,24.5,2012,
TEX,93,69,43,590,162,1442.0,8.03,2.78,1.09,.292,71.5%,43.9%,11.6%,93.5,4.02,,3.90,3.86,22.2,2012,
LAD,86,76,40,668,162,1449.2,7.92,3.35,0.76,.283,74.8%,45.5%,8.9%,92.5,3.35,,3.64,3.93,20.8,2012,
TBR,90,72,50,634,162,1459.2,8.53,2.89,0.86,.277,75.5%,47.9%,10.7%,93.6,3.19,,3.51,3.59,20.4,2012,
PHI,81,81,42,602,162,1451.1,8.59,2.54,1.10,.298,72.9%,43.5%,12.1%,92.3,3.86,,3.72,3.61,19.8,2012,
OAK,94,68,47,624,162,1470.0,6.96,2.83,0.90,.279,75.4%,41.7%,9.1%,92.2,3.50,,3.89,4.20,19.5,2012,
WSN,98,64,51,644,162,1468.1,8.12,3.05,0.79,.282,75.1%,46.3%,9.2%,94.3,3.34,,3.54,3.80,19.5,2012,
CIN,97,65,56,587,162,1453.0,7.73,2.64,0.94,.288,76.9%,45.9%,10.7%,93.9,3.34,,3.72,3.80,18.7,2012,
SEA,75,87,43,613,162,1456.2,7.20,2.77,1.03,.282,74.2%,42.9%,10.6%,92.8,3.76,,4.00,4.09,17.6,2012,
NYY,95,67,51,647,162,1445.1,8.21,2.68,1.18,.296,75.1%,44.9%,13.0%,92.3,3.85,,3.98,3.75,17.0,2012,
STL,88,74,42,668,162,1462.2,7.49,2.68,0.82,.298,73.2%,48.5%,10.4%,94.0,3.71,,3.62,3.72,16.2,2012,
CHW,85,77,37,628,162,1445.2,7.76,3.13,1.16,.288,75.2%,42.7%,12.1%,92.6,4.02,,4.23,4.12,16.2,2012,
BAL,93,69,55,654,162,1483.0,7.14,2.92,1.12,.285,73.8%,44.7%,11.7%,92.2,3.90,,4.20,4.14,16.0,2012,
ARI,81,81,39,623,162,1433.2,7.53,2.62,0.97,.301,72.0%,46.1%,11.0%,91.9,3.94,,3.81,3.84,15.3,2012,
KCR,72,90,44,662,162,1451.1,7.30,3.36,1.01,.311,72.4%,43.2%,10.5%,92.9,4.30,,4.18,4.29,15.1,2012,
NYM,74,88,36,667,162,1434.0,7.78,3.06,1.01,.290,71.1%,42.6%,10.5%,91.3,4.09,,3.93,4.04,14.3,2012,
MIL,83,79,44,674,162,1453.2,8.68,3.25,1.05,.313,72.1%,43.8%,12.1%,92.2,4.22,,3.82,3.73,14.3,2012,
PIT,79,83,45,645,162,1433.1,7.48,3.08,0.96,.286,72.6%,46.6%,11.0%,93.0,3.91,,3.94,3.97,13.7,2012,
MIA,69,93,38,645,162,1440.2,6.95,3.09,0.83,.300,70.3%,45.0%,9.2%,92.2,4.10,,3.89,4.17,13.5,2012,
CLE,68,94,43,656,162,1442.0,6.78,3.39,1.09,.300,67.6%,45.9%,11.4%,93.0,4.79,,4.40,4.39,12.6,2012,
ATL,94,68,47,622,162,1445.1,7.67,2.89,0.90,.284,75.4%,47.2%,10.8%,92.0,3.42,,3.74,3.80,11.4,2012,
SFG,94,68,53,688,162,1451.0,7.67,3.03,0.88,.289,73.6%,46.0%,9.9%,91.4,3.68,,3.78,3.95,10.9,2012,
LAA,89,73,38,606,162,1433.1,7.26,3.03,1.17,.277,72.6%,43.9%,12.1%,92.7,4.02,,4.26,4.15,10.4,2012,
HOU,55,107,31,703,162,1423.1,7.40,3.41,1.09,.306,70.0%,47.9%,12.2%,92.7,4.57,,4.27,4.15,9.3,2012,
COL,64,98,36,737,162,1422.0,7.24,3.58,1.25,.325,68.9%,45.2%,13.7%,92.9,5.22,,4.59,4.28,9.2,2012,
SDP,76,86,43,691,162,1434.2,7.56,3.38,1.02,.284,71.8%,47.5%,11.7%,92.7,4.01,,4.11,4.05,7.8,2012,
TOR,73,89,29,657,162,1443.2,7.12,3.58,1.27,.291,72.0%,46.5%,14.1%,92.2,4.64,,4.66,4.30,6.9,2012,
BOS,69,93,35,651,162,1443.0,7.33,3.30,1.19,.296,69.6%,46.4%,13.2%,93.3,4.72,,4.41,4.16,6.4,2012,
MIN,66,96,35,661,162,1438.2,5.90,2.91,1.24,.294,68.8%,45.7%,12.7%,91.8,4.77,,4.66,4.46,5.9,2012,
CHC,61,101,28,655,162,1413.2,7.18,3.65,1.11,.291,71.3%,43.2%,11.8%,92.5,4.51,,4.46,4.39,4.4,2012,
DET,93,69,39,590,162,1462.2,8.79,2.84,0.79,.306,73.7%,45.4%,9.2%,93.9,3.61,,3.27,3.43,26.3,2013,
TEX,91,72,46,638,163,1463.1,8.05,3.06,0.97,.293,75.5%,42.8%,10.7%,93.5,3.63,,3.77,3.75,21.2,2013,
LAD,92,70,46,666,162,1450.1,8.02,2.85,0.79,.291,75.4%,47.1%,9.9%,92.4,3.25,,3.45,3.52,20.6,2013,
NYM,74,88,40,697,162,1476.2,7.37,2.79,0.93,.295,72.9%,44.5%,10.0%,93.2,3.78,,3.79,3.86,18.1,2013,
CIN,90,72,43,623,162,1473.2,7.91,2.66,1.04,.273,77.5%,44.1%,11.5%,94.4,3.38,,3.81,3.68,18.0,2013,
ATL,96,66,53,628,162,1450.1,7.65,2.54,0.79,.288,77.0%,45.8%,9.4%,93.1,3.18,,3.44,3.58,17.9,2013,
KCR,86,76,52,589,162,1448.1,7.51,2.91,0.96,.290,76.9%,41.8%,10.0%,94.0,3.45,,3.83,3.90,17.5,2013,
STL,97,65,44,645,162,1459.2,7.73,2.78,0.69,.297,74.5%,48.5%,8.5%,94.1,3.43,,3.39,3.63,17.3,2013,
WSN,86,76,47,602,162,1445.2,7.69,2.52,0.88,.291,73.6%,45.0%,9.8%,94.0,3.59,,3.55,3.64,17.3,2013,
PIT,94,68,55,627,162,1470.2,7.72,3.15,0.62,.285,75.0%,52.5%,8.9%,93.6,3.27,,3.42,3.58,16.8,2013,
CLE,92,70,38,702,162,1441.1,8.61,3.46,0.92,.302,74.2%,44.5%,10.7%,93.4,3.82,,3.73,3.71,16.8,2013,
OAK,96,66,46,609,162,1452.0,7.33,2.65,1.01,.276,74.8%,39.5%,9.2%,91.7,3.56,,3.83,4.05,16.6,2013,
COL,74,88,35,665,162,1436.0,6.67,3.24,0.85,.314,70.2%,47.4%,10.0%,92.9,4.44,,3.96,4.02,16.4,2013,
BOS,97,65,33,612,162,1454.0,8.01,3.24,0.97,.294,74.5%,42.9%,10.2%,92.5,3.79,,3.84,3.89,15.8,2013,
SEA,71,91,43,610,162,1465.0,7.97,2.94,1.07,.303,70.7%,45.3%,11.8%,93.1,4.32,,3.89,3.72,15.7,2013,
CHW,63,99,40,632,162,1455.0,7.73,3.15,1.13,.295,73.1%,43.3%,11.5%,92.4,4.00,,4.13,3.98,15.3,2013,
NYY,85,77,49,590,162,1447.1,7.67,2.72,1.06,.302,74.6%,44.0%,11.5%,92.7,3.94,,3.89,3.76,14.8,2013,
MIA,62,100,36,633,162,1460.0,7.26,3.24,0.75,.292,73.2%,45.3%,8.4%,93.9,3.71,,3.69,3.96,14.6,2013,
TBR,92,71,42,648,163,1464.0,8.05,2.96,0.94,.284,73.6%,44.6%,10.6%,93.7,3.74,,3.71,3.71,14.5,2013,
PHI,73,89,32,628,162,1436.1,7.51,3.17,0.95,.306,70.5%,44.5%,10.1%,92.2,4.34,,3.94,4.00,13.7,2013,
MIN,66,96,40,673,162,1450.1,6.11,2.84,1.04,.309,70.2%,43.7%,10.2%,91.2,4.55,,4.23,4.28,11.5,2013,
CHC,66,96,39,651,162,1448.0,7.36,3.36,0.99,.279,72.8%,42.4%,10.3%,92.7,4.00,,4.10,4.13,11.3,2013,
BAL,85,77,57,635,162,1453.0,7.24,2.93,1.25,.291,74.6%,42.2%,12.9%,92.7,4.20,,4.33,3.99,11.1,2013,
LAA,78,84,41,658,162,1457.2,7.41,3.29,1.03,.300,72.3%,42.1%,10.4%,92.4,4.24,,4.08,4.10,10.1,2013,
TOR,74,88,39,649,162,1452.0,7.49,3.10,1.21,.293,72.3%,44.0%,12.3%,92.0,4.26,,4.30,4.04,9.5,2013,
ARI,81,81,38,689,162,1495.0,7.33,2.92,1.06,.292,74.5%,46.0%,12.2%,92.3,3.92,,4.04,3.83,8.5,2013,
SDP,76,86,40,650,162,1455.0,7.24,3.25,0.96,.292,72.5%,45.8%,10.8%,92.3,3.98,,4.00,3.96,8.4,2013,
SFG,76,86,41,686,162,1447.1,7.81,3.24,0.90,.295,72.1%,42.1%,9.9%,91.3,4.00,,3.80,3.89,7.1,2013,
MIL,74,88,40,663,162,1442.2,7.02,2.91,1.09,.286,73.5%,44.4%,11.9%,93.2,3.84,,4.12,3.94,5.3,2013,
HOU,51,111,32,610,162,1440.0,6.78,3.85,1.19,.303,70.0%,43.9%,11.8%,93.0,4.79,,4.67,4.48,2.2,2013,
WSN,96,66,45,620,162,1470.2,7.88,2.15,0.67,.294,74.9%,44.8%,7.5%,93.7,3.03,,3.18,3.43,24.3,2014,
CHC,73,89,37,699,162,1463.1,8.06,3.10,0.71,.304,69.6%,44.0%,8.0%,93.0,3.92,,3.51,3.70,20.5,2014,
CLE,85,77,40,735,162,1468.1,8.89,2.84,0.83,.309,73.2%,46.7%,10.0%,94.1,3.57,,3.42,3.36,20.3,2014,
DET,90,72,41,635,162,1454.0,7.70,2.86,0.79,.312,70.7%,44.2%,8.3%,92.9,4.01,,3.60,3.76,19.7,2014,
LAD,94,68,47,658,162,1464.2,8.44,2.64,0.87,.292,74.0%,47.8%,10.8%,92.8,3.40,,3.48,3.33,19.5,2014,
ATL,79,83,54,634,162,1455.0,8.05,2.92,0.75,.300,75.0%,42.7%,8.3%,93.6,3.38,,3.47,3.63,18.6,2014,
NYY,84,78,48,637,162,1453.0,8.49,2.47,1.02,.298,73.3%,43.7%,11.3%,93.4,3.75,,3.67,3.43,17.5,2014,
OAK,88,74,31,603,162,1463.1,7.65,2.50,0.90,.272,75.9%,45.6%,10.0%,93.0,3.22,,3.67,3.60,17.4,2014,
KCR,89,73,53,613,162,1450.2,7.25,2.73,0.79,.292,73.9%,43.1%,8.2%,94.0,3.51,,3.69,3.88,17.2,2014,
MIA,77,85,42,649,162,1457.2,7.35,2.83,0.70,.310,71.9%,46.9%,8.0%,94.7,3.79,,3.56,3.75,16.7,2014,
PHI,73,89,40,623,162,1468.1,7.69,3.19,0.82,.295,72.2%,46.4%,9.4%,93.8,3.81,,3.81,3.83,16.6,2014,
STL,90,72,55,647,162,1448.2,7.59,2.92,0.76,.286,74.4%,45.4%,8.6%,94.1,3.50,,3.65,3.77,15.9,2014,
LAA,98,64,46,705,162,1482.2,8.15,3.06,0.76,.285,73.3%,41.7%,8.0%,92.7,3.58,,3.57,3.78,14.5,2014,
MIN,70,92,38,653,162,1435.0,6.47,2.56,0.92,.315,68.9%,41.8%,8.6%,92.1,4.58,,3.97,4.12,14.3,2014,
TOR,83,79,45,611,162,1443.0,7.48,3.06,0.94,.294,72.7%,42.9%,9.4%,92.4,4.00,,3.97,3.99,14.2,2014,
TBR,77,85,37,656,162,1463.2,8.84,2.96,0.89,.286,74.1%,40.8%,9.1%,93.1,3.56,,3.56,3.62,14.1,2014,
SEA,87,75,51,659,162,1452.0,8.16,2.87,0.85,.275,76.8%,45.4%,9.9%,92.1,3.17,,3.61,3.57,13.6,2014,
BAL,96,66,53,641,162,1461.1,7.23,2.91,0.93,.280,77.0%,43.8%,9.8%,92.9,3.44,,3.96,3.92,12.9,2014,
CIN,76,86,44,590,162,1446.0,8.03,3.16,1.01,.277,76.5%,45.1%,11.6%,94.0,3.59,,4.01,3.75,12.8,2014,
NYM,79,83,42,651,162,1463.2,8.01,3.13,0.87,.295,75.7%,45.8%,9.9%,93.4,3.49,,3.75,3.70,12.7,2014,
SDP,77,85,41,643,162,1438.2,8.03,2.89,0.73,.289,74.9%,45.2%,8.6%,92.2,3.27,,3.46,3.57,12.2,2014,
MIL,82,80,45,640,162,1457.2,7.69,2.66,1.03,.289,74.0%,45.6%,11.3%,92.6,3.67,,3.89,3.65,10.9,2014,
CHW,73,89,36,615,162,1441.0,7.20,3.48,0.87,.306,70.4%,46.1%,9.4%,93.0,4.30,,4.10,4.11,10.7,2014,
BOS,71,91,36,655,162,1465.2,7.45,2.96,0.95,.301,71.8%,43.6%,9.9%,92.6,4.01,,3.93,3.87,10.6,2014,
HOU,70,92,31,600,162,1438.2,7.11,3.03,0.87,.299,70.3%,46.4%,9.6%,92.6,4.14,,3.93,3.91,9.9,2014,
SFG,88,74,46,637,162,1449.0,7.52,2.42,0.83,.282,72.7%,45.9%,9.4%,91.7,3.50,,3.58,3.59,9.4,2014,
TEX,67,95,33,638,162,1426.1,7.00,3.19,1.01,.310,70.4%,39.5%,9.3%,92.2,4.49,,4.22,4.26,9.3,2014,
PIT,88,74,48,614,162,1456.1,7.59,3.08,0.79,.290,74.2%,50.5%,10.3%,94.4,3.49,,3.80,3.71,8.2,2014,
ARI,64,98,35,650,162,1444.1,7.96,2.92,0.96,.312,70.3%,46.1%,11.1%,92.6,4.26,,3.83,3.63,8.2,2014,
COL,66,96,24,709,162,1431.0,6.75,3.34,1.09,.307,69.2%,47.7%,12.7%,92.9,4.86,,4.43,4.04,7.2,2014,
CHC,97,65,48,714,162,1461.1,8.81,2.51,0.83,.287,72.7%,46.6%,10.7%,93.1,3.36,,3.30,3.37,22.9,2015,
WSN,83,79,41,630,162,1434.2,8.42,2.28,0.91,.300,72.7%,44.7%,10.3%,94.0,3.62,,3.45,3.58,22.2,2015,
CLE,81,80,38,637,161,1432.2,8.84,2.67,1.01,.288,72.8%,44.5%,11.7%,94.3,3.68,,3.62,3.57,21.1,2015,
STL,100,62,62,677,162,1464.2,8.17,2.93,0.76,.297,79.4%,48.0%,9.4%,93.9,2.94,,3.48,3.71,20.6,2015,
